"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"FBtr0084215",490.547789105207,1.60630738421257,0.270619604651365,5.9356652533801,2.92656376476372e-09,9.98974201153543e-08,"CG7069"
"FBtr0078793",116.18390671079,1.06553780603096,0.180130788096235,5.91535637684375,3.31157767944446e-09,1.12457081196805e-07,"CG12147"
"FBtr0332090",100.607439628133,1.30392210177757,0.221096758654638,5.89751794513797,3.6901014860873e-09,1.24668659437657e-07,"SCaMC"
"FBtr0337091",127.95762651217,0.974305346244396,0.165363619620712,5.8918965881318,3.81788085967985e-09,1.2832754644679e-07,"CG5953"
"FBtr0336633",11.1429753177914,2.69550318384311,0.458701520947613,5.87637725350153,4.19342081423909e-09,1.40234803676178e-07,"Hnf4"
"FBtr0308895",11.6957046573679,2.20928918869517,0.377764164394644,5.84832918769703,4.96535166500677e-09,1.65210791762953e-07,"CG31688"
"FBtr0100246",13.4130632068579,1.9923998799876,0.341095402823496,5.84118068873121,5.18321486571269e-09,1.71593062991534e-07,"pan"
"FBtr0070406",28.5502758311587,1.47499746373841,0.252698854937856,5.83697723561566,5.31563552172333e-09,1.75097034085566e-07,"Ilp6"
"FBtr0100888",2815.20152433781,2.42389250332318,0.415837080020507,5.82894748877048,5.57780502221865e-09,1.82818803414808e-07,"mt:lrRNA"
"FBtr0072852",230.350395082152,1.46573894293958,0.25188400609113,5.81910287074474,5.91643150512886e-09,1.92957677008856e-07,"CG11815"
"FBtr0344373",49.0985288479997,1.64739906156517,0.28383954798886,5.80398000644304,6.47590022344417e-09,2.10163697891873e-07,"sima"
"FBtr0331732",67.3141670518984,1.25260820420932,0.216778641496886,5.77828237855854,7.54670739513231e-09,2.43714256466332e-07,"Lim1"
"FBtr0085418",52.3084114961762,1.16470698267187,0.201653856233558,5.7757734189962,7.66003983599279e-09,2.46167524095222e-07,"Slu7"
"FBtr0082854",336.630606246843,0.988477065722174,0.17117593688194,5.77462629226866,7.71240648346548e-09,2.46647252005197e-07,"sqd"
"FBtr0083171",50.2621882698991,-1.37485554456313,0.238298255170181,-5.76947382002973,7.9519430184201e-09,2.53079229977544e-07,"CG5614"
"FBtr0085690",26.3157260007424,-2.10300153259829,0.365597225589221,-5.75223602752716,8.80707210971526e-09,2.78947072398097e-07,"Jon99Fii"
"FBtr0076216",24.6213006922571,1.59191991950533,0.276815998843026,5.75082338506042,8.88098536730183e-09,2.79942256458299e-07,"IRSp53"
"FBtr0304604",135.517029411276,1.57498719148245,0.274056898474101,5.74693503521236,9.08756241438141e-09,2.85089815171165e-07,"pros"
"FBtr0082707",44.8766953629252,-1.43023202473777,0.249078003513631,-5.74210490112388,9.35068630468369e-09,2.9195412974055e-07,"Hsc70-2"
"FBtr0080306",710.035515866691,1.70022169643859,0.297875826614524,5.70782032151545,1.14432126006309e-08,3.55603229306397e-07,"CG6770"
"FBtr0083773",25.2759605475652,-2.12326109627622,0.37221270334851,-5.70442942214191,1.16733448787808e-08,3.61051624701444e-07,"CG31245"
"FBtr0078307",23.6657410173579,1.70310971766776,0.298935499072573,5.69724814534088,1.21756651689421e-08,3.73348859034611e-07,"Eip78C"
"FBtr0085359",125.918996093848,0.868523824591269,0.152449425106949,5.69712758170104,1.21842751506438e-08,3.73348859034611e-07,"Pkc98E"
"FBtr0080681",39.6350587728502,-1.51144712927195,0.266137183361743,-5.67920314696325,1.35323683611148e-08,4.12737235014003e-07,"ProtB"
"FBtr0070681",13.2889314716751,1.99174275395946,0.350825066939617,5.67731026558109,1.36829160263181e-08,4.1540576396951e-07,"pon"
"FBtr0076788",44.6087505484035,-1.40990061970196,0.248465125424665,-5.67444069783323,1.39142506756002e-08,4.20491208490155e-07,"CG32371"
"FBtr0085776",74.7753217392961,1.46408052338987,0.258146251394811,5.6715157221117,1.415396092388e-08,4.2384679348419e-07,"CG15561"
"FBtr0100868",551.826223080857,1.92093846783355,0.338672747993829,5.67196055546976,1.41172486021541e-08,4.2384679348419e-07,"mt:CoIII"
"FBtr0077171",38.7888162959539,-1.5443207130106,0.272627074924169,-5.6645904059241,1.47376145067342e-08,4.39327621585361e-07,"CG4669"
"FBtr0073685",11.2363643423262,2.17959535103978,0.385901199219373,5.6480657625548,1.62263110311227e-08,4.81526743572236e-07,"CG15725"
"FBtr0073255",8.03431203856001,2.76707896583573,0.490100384307674,5.64594326883575,1.6427801476375e-08,4.85319982629411e-07,"CG15005"
"FBtr0113748",59.2465624875534,1.05676820506683,0.18729032722444,5.64240674212958,1.6768937026932e-08,4.93186415774232e-07,"l(3)80Fj"
"FBtr0336805",99.8440752846895,0.942568686238353,0.167560185010806,5.62525450886537,1.85234663309769e-08,5.42367094171005e-07,"Fur1"
"FBtr0078283",11.3112803550824,2.09012597905514,0.372071195505095,5.61754310547408,1.93691862338033e-08,5.64620349151752e-07,"kni"
"FBtr0306331",97.2093413013337,1.14325944207301,0.203576321757721,5.61587630723391,1.95568531412451e-08,5.67579508786443e-07,"Mrtf"
"FBtr0074299",56.6984651662836,1.12495818844297,0.20060344260163,5.60787080148458,2.04830835620434e-08,5.91853309240097e-07,"Cnx14D"
"FBtr0076937",34.4374710938782,-1.65817176885029,0.295917688922407,-5.60348985857712,2.10078413550196e-08,6.04365322475411e-07,"CG10064"
"FBtr0083673",57.6834905259928,1.25566271159233,0.225231073023218,5.57499768898624,2.47533151824456e-08,7.09021045312834e-07,"CG14302"
"FBtr0080852",16.2760274655488,1.73266042038208,0.310986944076378,5.57148926469574,2.52570930804469e-08,7.20319174086511e-07,"heix"
"FBtr0084258",42.9606236777348,-1.37280374924144,0.246828305348952,-5.5617760179516,2.67042895307006e-08,7.58309738914896e-07,"tHMG1"
"FBtr0330306",132.234381507915,1.27954455852344,0.230347034657682,5.55485578716029,2.77841049741145e-08,7.85586624761657e-07,"Inx3"
"FBtr0073601",44.2905757681122,1.20325206601501,0.216742131056607,5.55153748903925,2.8316797168271e-08,7.97226751045167e-07,"Nrd1"
"FBtr0346347",477.156123315647,1.15802652395387,0.208906244848044,5.54328342264829,2.96851782040876e-08,8.32195548972465e-07,"rin"
"FBtr0070507",93.3107844119961,1.08593024712766,0.196261320797056,5.53308335395627,3.14649847253106e-08,8.78353048179432e-07,"N"
"FBtr0339722",14.1298165389132,2.05545218632502,0.372164872198771,5.52296129987037,3.33333177108539e-08,9.26581844215636e-07,"puc"
"FBtr0070121",28.8089130115521,1.38086824062701,0.250069482364685,5.52193825319813,3.35280323528372e-08,9.28078475380217e-07,"CG13367"
"FBtr0073650",7.80995753625183,2.5643311636202,0.464558091315049,5.51993649784726,3.39122192421938e-08,9.34785357186498e-07,"Cpr11A"
"FBtr0304975",104.270828747223,0.88823692762038,0.161460463077061,5.50126582503634,3.77074192764875e-08,1.03506865913958e-06,"DCP2"
"FBtr0085068",21.555554016106,-2.31923415786862,0.422770188227261,-5.48580345173702,4.11594338456198e-08,1.12513838246864e-06,"Spag1"
"FBtr0071481",14.733104943474,1.97346794205381,0.359823375185407,5.48454624727184,4.14532033357654e-08,1.12848637841332e-06,"CG12643"
"FBtr0310079",21.2592675004267,1.48833538514774,0.27142290168104,5.48345543404714,4.17097387728479e-08,1.1307973622861e-06,"eater"
"FBtr0083575",86.107025567131,0.875430563277847,0.159785080021958,5.47880041839665,4.28219042869243e-08,1.15619141574696e-06,"Dlc90F"
"FBtr0087184",59.5194217305595,0.973089915102332,0.178022043493156,5.46612035233571,4.5999208010814e-08,1.23690931581732e-06,"Khc"
"FBtr0071897",300.074607044854,1.16102436787603,0.212492480380923,5.46383742989273,4.65950288449303e-08,1.24743120487915e-06,"RpL23"
"FBtr0076821",59.8814545575319,1.0956180436358,0.200588553509245,5.46201677248399,4.7075558940872e-08,1.24743120487915e-06,"CG7492"
"FBtr0081631",509.579453107105,1.50552112502107,0.275608646188973,5.46253227479955,4.6939015906628e-08,1.24743120487915e-06,"djl"
"FBtr0343412",66.699770562354,1.16316801008537,0.212966400226134,5.46174424158122,4.71479007308605e-08,1.24743120487915e-06,"l(1)G0320"
"FBtr0070311",36.0970442018918,1.18461821884573,0.216936243960741,5.46067451532033,4.74328966056714e-08,1.24995169135265e-06,"Vps26"
"FBtr0084948",39.6681779964944,-1.39843766404303,0.256130633649468,-5.45986102528012,4.76507433094172e-08,1.25068962917307e-06,"CG14540"
"FBtr0308093",88.5334627332004,1.459651018987,0.26747207678189,5.45720897877975,4.83676977845679e-08,1.26446981351085e-06,"CG34417"
"FBtr0307093",45.2907662342696,1.32726657113495,0.243651126409579,5.44740584906555,5.11097533880631e-08,1.3308737364449e-06,"salr"
"FBtr0072599",23.2279255040983,-2.12710341985446,0.391054106702112,-5.439409491932,5.34574578567846e-08,1.38652650535629e-06,"CG13898"
"FBtr0089630",55.1321494073913,1.17839261131408,0.216758694676578,5.43642603620742,5.43598891373746e-08,1.40440372406676e-06,"CG10910"
"FBtr0073854",34.6070614055521,-1.52746168827366,0.281314120816135,-5.42973699237801,5.64371620622494e-08,1.4523750924457e-06,"CG11068"
"FBtr0078031",4.65018250243277,4.56962576348023,0.844435401444103,5.4114568807342,6.25140484262448e-08,1.60250019856848e-06,"aru"
"FBtr0084170",42.4895954150369,-1.33532618710806,0.246902529015123,-5.40831312030128,6.3621124818473e-08,1.6245580244345e-06,"Theg"
"FBtr0083964",139.806490054354,0.909912047095615,0.168379040596379,5.40395077601589,6.51888409373069e-08,1.6581624868532e-06,"RpS20"
"FBtr0070179",63.156282648336,1.03002746531001,0.190760376134396,5.39958814394627,6.67940603667589e-08,1.6924587296008e-06,"CG14629"
"FBtr0072185",93.0034316559392,1.02120175345277,0.189438506925892,5.39067674267653,7.01928407802692e-08,1.76500166053593e-06,"RpL39"
"FBtr0301683",26.0788667783439,-1.900676491606,0.352568749893891,-5.39093862453219,7.00906124325588e-08,1.76500166053593e-06,"sinah"
"FBtr0084295",35.3845288155693,1.19730780573408,0.222257065388302,5.38704046884753,7.16273110068437e-08,1.79422328864291e-06,"CG12499"
"FBtr0304001",138.186576988677,1.32348023177392,0.245822137872515,5.38389358756731,7.28916065657446e-08,1.81897690929972e-06,"Rbp1-like"
"FBtr0076662",46.5855113988043,1.09177998479325,0.20305686238302,5.37672045150517,7.58548080170183e-08,1.88577915175893e-06,"CG32354"
"FBtr0089323",30.5993647847084,1.44801116791699,0.270354137533868,5.35597931337593,8.5094245078236e-08,2.10752212998278e-06,"CG10725"
"FBtr0080871",35.3241314526881,-1.50924631322328,0.281978693344156,-5.35234167987734,8.68232576540007e-08,2.1422907169459e-06,"CG4631"
"FBtr0076379",29.4046354112176,-1.70082515486601,0.317952096281761,-5.34931260009301,8.82889285684995e-08,2.17032634854207e-06,"CG3222"
"FBtr0070991",276.363239593792,0.988328212317539,0.185665544256713,5.3231643828917,1.01977512407217e-07,2.49750130757899e-06,"CG3198"
"FBtr0081160",271.919744293862,0.944029319189126,0.177445497037744,5.32010862461233,1.03705314383342e-07,2.53040967095355e-06,"brat"
"FBtr0083099",12.1949128504467,2.29113223514056,0.431206034914259,5.31331208199841,1.07650441751413e-07,2.61697826663582e-06,"Atx2"
"FBtr0113784",12.3888610196632,1.90561399842297,0.358713150974986,5.3123616829868,1.08213556975812e-07,2.62099600498767e-06,"Haspin"
"FBtr0086947",249.856679202962,1.03864859721866,0.195681694686152,5.30784751677728,1.10927377325535e-07,2.67688484183379e-06,"RpL18A"
"FBtr0079370",4.8612880604417,3.53841110827285,0.670220869603625,5.27947019967536,1.29557947318137e-07,3.11506480632077e-06,"CG32829"
"FBtr0074210",43.6532129935728,1.26966087080127,0.240547058343497,5.27822239666806,1.30443092357776e-07,3.11776712501267e-06,"Prosalpha4"
"FBtr0309320",66.1923936053052,1.41004505228059,0.267156274269384,5.27797842718372,1.30616837659911e-07,3.11776712501267e-06,"Rm62"
"FBtr0071049",51.3890163952519,1.11166409509601,0.210675344220156,5.2766691765047,1.31553064801864e-07,3.12877830655119e-06,"Dok"
"FBtr0075965",40.0790428883929,1.15879180314148,0.22006466995454,5.26568759710889,1.39665614982161e-07,3.30977363849812e-06,"CG4069"
"FBtr0071018",15.5932892300492,1.66634408044505,0.317426553851339,5.24954217039276,1.52477692245183e-07,3.60044099107979e-06,"fz4"
"FBtr0088863",26.3786212637932,1.36983309453677,0.261241890526444,5.2435430312357,1.57522049972079e-07,3.70626880434306e-06,"Odc1"
"FBtr0074238",86.6560392483536,0.950282499219954,0.181636058355074,5.23179432446328,1.67872477323891e-07,3.93574334736581e-06,"Cyp1"
"FBtr0070423",65.446209273407,1.72162284163695,0.329797072396267,5.22024901290919,1.78682713926484e-07,4.17433233811232e-06,"FarO"
"FBtr0433499",144.424415987703,1.56933340276673,0.300715885759276,5.21865813242398,1.80224068774904e-07,4.1954634808801e-06,"mt:ND1"
"FBtr0344918",5.62432460947416,2.85963086133154,0.54862412187987,5.21236808096036,1.86445146555914e-07,4.32500220250126e-06,"asRNA:CR45137"
"FBtr0087160",126.363221913705,1.00478579676612,0.192807395851064,5.21134468068992,1.87476763646082e-07,4.33367339965048e-06,"CG7848"
"FBtr0082046",57.5017905048701,-1.09682146836825,0.210532397469079,-5.20975147556255,1.89093749972413e-07,4.35576791894496e-06,"betaTub85D"
"FBtr0100890",322.195045458411,1.71423940402002,0.33029904530996,5.18996172820101,2.10337308321546e-07,4.82823061749947e-06,"mt:srRNA"
"FBtr0302662",48.8678623924574,1.46550483902326,0.282611729425153,5.1855768407213,2.15347272954638e-07,4.92606886883734e-06,"rdgA"
"FBtr0077471",16.4050454813201,-2.79893615174657,0.539915631515411,-5.1840250371908,2.17147763650444e-07,4.95006735961636e-06,"CG15425"
"FBtr0078463",295.187922729561,1.43870815223341,0.278126203356826,5.17286086269117,2.30536683999287e-07,5.2371574971976e-06,"Cpr78E"
"FBtr0078096",578.144029959812,1.20279771473074,0.23278885271402,5.16690425983744,2.38003097169569e-07,5.38819382870488e-06,"CG31921"
"FBtr0075544",22.7970194743661,-1.92227911357595,0.372875728549188,-5.15528087884746,2.53251029897417e-07,5.71375953754857e-06,"CG13455"
"FBtr0082904",29.1904110745376,-1.58976477302749,0.308893296366513,-5.14664705167696,2.6518359827558e-07,5.9625581755615e-06,"CG31327"
"FBtr0084882",26.1905413869552,1.33971042495321,0.260470152975201,5.1434316356422,2.69764848830407e-07,6.04493477583239e-06,"msi"
"FBtr0084383",32.8693959840272,-1.58335512505871,0.308614769419198,-5.13052284580717,2.88938487532742e-07,6.44490434073563e-06,"CG17083"
"FBtr0306899",13.7925779489759,1.96541568836067,0.383113643542938,5.13011144731106,2.89570686833295e-07,6.44490434073563e-06,"lncRNA:CR43314"
"FBtr0072002",142.098274597507,0.864918395857743,0.168786003191532,5.12434905444301,2.98567424112205e-07,6.60054426191679e-06,"CG9861"
"FBtr0089461",15.76245534298,1.7204543077955,0.335739380719061,5.12437446006711,2.98527172580138e-07,6.60054426191679e-06,"chb"
"FBtr0080846",90.5099494929481,0.820771517837487,0.160254984069913,5.12165985102476,3.02857843654968e-07,6.67300158528071e-06,"cact"
"FBtr0071374",94.1263714425947,1.06948667885783,0.208892685855795,5.11978997482053,3.05876112058316e-07,6.71703942080063e-06,"CG32700"
"FBtr0100863",268.152477505313,1.6628392721813,0.324917818218201,5.11772263306475,3.09246926029581e-07,6.76850082618897e-06,"mt:CoII"
"FBtr0075446",18.2165295618947,1.69029668997836,0.330475873841868,5.11473551859692,3.1418085907321e-07,6.83110065866108e-06,"ATPsynbetaL"
"FBtr0433502",409.672031205408,1.65517577260812,0.323592405725416,5.11500190771665,3.13737785250314e-07,6.83110065866108e-06,"mt:Cyt-b"
"FBtr0332936",25.3026741453036,1.28462228303538,0.252198248903111,5.09370024820791,3.51141793186554e-07,7.60961228129282e-06,"CG1695"
"FBtr0307364",15.7630017152148,1.69990951966126,0.334153045787973,5.08721839016212,3.63353340214637e-07,7.84843214863617e-06,"lncRNA:CR40469"
"FBtr0346736",34.5939683949403,-1.53436131610936,0.302293735408422,-5.07572978327297,3.86011546573354e-07,8.31060153210869e-06,"Sgs4"
"FBtr0070340",10.9007328669673,2.00243567099131,0.394925349438773,5.0704156464936,3.96947824493889e-07,8.51492153097793e-06,"Sik2"
"FBtr0089968",49.9491424070451,0.935546004076152,0.184530558068012,5.06987034489617,3.98086798958895e-07,8.51492153097793e-06,"Tm1"
"FBtr0082546",29.0639634767389,-1.60254015177599,0.316143571853801,-5.0690265260781,3.99855505903965e-07,8.52507466956414e-06,"eIF3d2"
"FBtr0100861",995.804321953667,1.83479921927427,0.362142048770866,5.06651802932494,4.05158393056755e-07,8.61026933373517e-06,"mt:CoI"
"FBtr0081415",19.0469200139968,1.61337982263044,0.319627279179763,5.04769125705022,4.47181025020436e-07,9.47276074866442e-06,"CG9328"
"FBtr0071388",47.6981857488425,1.16955072329889,0.231775493274309,5.04604998042099,4.51037466270615e-07,9.52382957625261e-06,"CG1468"
"FBtr0084269",20.3758303717671,-2.02174836039094,0.401027305257012,-5.04142319958796,4.62082301860474e-07,9.72587285832843e-06,"CG13843"
"FBtr0340346",21.3035871708182,1.3397953711658,0.265939523898798,5.03797010509674,4.70494904841569e-07,9.8714026531728e-06,"sog"
"FBtr0076095",130.222629481332,1.34974225864345,0.268553814028233,5.02596570273082,5.00905412173197e-07,1.04760789060223e-05,"Sgs7"
"FBtr0083576",39.1437722111725,-1.30535364547077,0.259902847103608,-5.02246766442846,5.10117875252772e-07,1.06349891207761e-05,"hmw"
"FBtr0089332",10.8538625665519,2.13360901547072,0.42537273936579,5.01585743047809,5.27974703274937e-07,1.0972546830206e-05,"Mob2"
"FBtr0070094",43.7300938838759,1.08081928679293,0.215995059774414,5.00390744085419,5.61797397078444e-07,1.16011132205252e-05,"CG18273"
"FBtr0073139",16.8102819000466,-2.42159437288717,0.483900793141596,-5.00431990856146,5.6059592783264e-07,1.16011132205252e-05,"CG10862"
"FBtr0343633",7.76085156441149,2.28411879744693,0.45652031587184,5.00332344045814,5.63502767238625e-07,1.16011132205252e-05,"eIF4H1"
"FBtr0332800",67.0637332097516,1.0910706974976,0.218404113778889,4.99565085391293,5.86376654836785e-07,1.20344218132858e-05,"Rac2"
"FBtr0333307",117.64150689425,1.00800928985208,0.202041629325464,4.98911681328948,6.06559623687374e-07,1.2409983853579e-05,"fs(1)h"
"FBtr0333569",141.585366338776,0.957338394210687,0.192007341116066,4.98594683227236,6.16591001481914e-07,1.25761656896683e-05,"ImpL2"
"FBtr0080672",31.1221229722746,-1.43804968962017,0.288559356741491,-4.98354898575846,6.24284996131698e-07,1.26937949213445e-05,"CG4701"
"FBtr0075225",17.0569930418005,-2.4588747877436,0.493975176489812,-4.97772945842415,6.43344927804104e-07,1.30410965673029e-05,"CG13733"
"FBtr0072141",66.3206231143849,0.933652466026126,0.187635248665712,4.97589057847816,6.49483303948514e-07,1.31251411239657e-05,"Taldo"
"FBtr0087651",643.351789523532,1.31043054926227,0.26351567022138,4.97287523038525,6.5967120493155e-07,1.32902565690797e-05,"CG6209"
"FBtr0080448",25.3734839618308,-1.66853752763233,0.335662999330643,-4.97087117424206,6.66527277754811e-07,1.33874442251485e-05,"Prosalpha6T"
"FBtr0091917",4.65170987268757,3.54830807895387,0.715276676111134,4.9607490324521,7.02218703882221e-07,1.40614493044865e-05,"snoRNA:Psi18S-176"
"FBtr0079138",24.6351690434933,-1.69596409752561,0.342096437900686,-4.95756140558812,7.13834845632546e-07,1.42507392819006e-05,"CG31913"
"FBtr0076734",98.4900293066055,0.834800330428259,0.168496468747514,4.95440846110061,7.25506607503009e-07,1.44399925384587e-05,"Uba2"
"FBtr0085180",28.759481454646,-1.60883322015673,0.325549881469323,-4.94189465803364,7.73670170531295e-07,1.53479895848107e-05,"TTLL6B"
"FBtr0304603",48.8122232198447,1.39089463440553,0.281480000292506,4.94136220321213,7.75786358795077e-07,1.53479895848107e-05,"pros"
"FBtr0303757",17.3137173443788,1.58265573305015,0.320335532187517,4.94061873886567,7.78750513376987e-07,1.53605041381066e-05,"Kank"
"FBtr0082514",15.3788337297106,-4.19766698778713,0.849798682339763,-4.9396016668673,7.82823203378968e-07,1.53947440712258e-05,"Dnali1"
"FBtr0305992",84.6500286339248,0.789896928732708,0.159952941347435,4.93830824290356,7.88032140098272e-07,1.54510587469268e-05,"yps"
"FBtr0071625",9.378353773491,1.94426782431967,0.394812026700974,4.92454052265291,8.45588053731527e-07,1.65303682432739e-05,"Ugt49B1"
"FBtr0087480",52.5461310802355,-1.13446589480568,0.230557086040542,-4.92054230164148,8.63047436820935e-07,1.68217648336578e-05,"CG12860"
"FBtr0079713",98.3147088555393,1.23764102910308,0.251975869981277,4.9117442443796,9.02697499101947e-07,1.75426876816626e-05,"Peritrophin-15a"
"FBtr0346895",7.34496188109321,2.56366884943748,0.522362840428029,4.90783158950738,9.20888761453771e-07,1.78435740013454e-05,"28SrRNA-Psi:CR45859"
"FBtr0340159",249.362009170891,1.00081099018022,0.203969573639318,4.90666805015716,9.26366194855665e-07,1.78970688906426e-05,"Smox"
"FBtr0082559",29.7159294243167,-1.44067127155661,0.293700284887943,-4.90524301706509,9.33117368373607e-07,1.79521778075751e-05,"Rsbp15"
"FBtr0302398",32.2721316051144,1.17509615587337,0.239575136734219,4.90491697883077,9.34668638129671e-07,1.79521778075751e-05,"7SLRNA:CR42652"
"FBtr0076160",102.963674638383,1.08482915296707,0.22129365223291,4.90221541386691,9.47618391117787e-07,1.81479940717558e-05,"Sgs8"
"FBtr0301144",6.55326902779726,2.88819321303651,0.589234919385207,4.90159886662857,9.50597881962282e-07,1.81522865112102e-05,"CG5953"
"FBtr0080558",39.6805339755354,1.29598360367668,0.264569692559134,4.89845828953752,9.65915370215878e-07,1.83914753149775e-05,"Vajk2"
"FBtr0334587",23.584200346991,-1.72652583281146,0.352844546388799,-4.89316286869573,9.92282229295159e-07,1.88390643417767e-05,"Dic2"
"FBtr0082127",24.6191723619424,-1.68508963474069,0.344886233507292,-4.88592895577277,1.02942316073594e-06,1.94880453532424e-05,"CG31415"
"FBtr0071081",19.7291951974826,-1.98460408514342,0.406666592448814,-4.88017487050702,1.05991816301208e-06,2.00078534610991e-05,"CG12689"
"FBtr0076638",155.172503903217,-0.870446328359425,0.178574236521533,-4.87442279085128,1.09127054195331e-06,2.05408295153954e-05,"S-Lap1"
"FBtr0334668",8.76157010384092,2.04100770287862,0.418769854307803,4.87381716205972,1.09462305002852e-06,2.05452326313045e-05,"CG1943"
"FBtr0334738",78.0208063167488,1.07827803078963,0.221390954606215,4.8704701269641,1.11333033241064e-06,2.08369892895492e-05,"lncRNA:CR44042"
"FBtr0110876",208.487137046179,0.797119157554106,0.163691783595119,4.86963450484313,1.11804857458693e-06,2.08660170237356e-05,"l(3)neo38"
"FBtr0305795",9.21169843322108,2.2760613421269,0.467601139211353,4.8675273673748,1.13003186981951e-06,2.10300846281665e-05,"AttC"
"FBtr0084895",24.6710311958762,-1.65074070268677,0.339651218062591,-4.86010535190417,1.17323301763318e-06,2.17725609018799e-05,"ymp"
"FBtr0081146",6.88048436583479,-5.05289467067824,1.04451857447659,-4.83753452944605,1.31459553071343e-06,2.43274026863486e-05,"CG10470"
"FBtr0077329",27.8306732295538,-1.48247147022065,0.306924107881657,-4.83009132274567,1.36470444365699e-06,2.51839576325273e-05,"CG15459"
"FBtr0089732",21.1557939953862,-2.19028061160986,0.454745124298897,-4.81650158423738,1.46097005627687e-06,2.68851137730503e-05,"CG18449"
"FBtr0083769",35.2040709504066,-1.26102707570181,0.262239742563286,-4.8086802685809,1.51929983578197e-06,2.78806331981382e-05,"Scsalpha2"
"FBtr0082060",4.93843461316728,2.93689924684719,0.611324631037235,4.80415657694693,1.55405184594358e-06,2.84391487807675e-05,"phu"
"FBtr0085011",28.9510749393358,-1.44093075555427,0.300095729381503,-4.80157034731559,1.57426184958667e-06,2.87291885459196e-05,"Hex-t2"
"FBtr0088268",3.7052640594419,3.88283152780578,0.809285807687658,4.79784952475572,1.60378187747931e-06,2.91870580354521e-05,"Galphao"
"FBtr0078892",97.0266718635591,0.863482816725081,0.18017404563927,4.7924928013987,1.64721684124144e-06,2.98949436641835e-05,"eIF3f1"
"FBtr0333888",5.12591572025048,2.7608973301719,0.577970134618107,4.77688580223296,1.7803080948291e-06,3.2221620133885e-05,"Fhos"
"FBtr0075230",21.2033671810511,1.38982105871861,0.291403296701463,4.76940746536048,1.84768592226794e-06,3.33494653586334e-05,"CG33051"
"FBtr0347096",11.7869798714262,1.90246101431211,0.399471323560003,4.76244701962028,1.91259420984337e-06,3.44266957771807e-05,"lncRNA:CR45979"
"FBtr0303889",9.49205142687855,2.00967041376465,0.422934685627288,4.75172758834841,2.01685976436379e-06,3.62045562060727e-05,"CG34398"
"FBtr0089442",3.85355467531648,3.6380307208098,0.765753319554643,4.75091733578858,2.02495906687766e-06,3.6251169382038e-05,"ewg"
"FBtr0071116",16.1746383318425,1.43238306548068,0.301593405196304,4.74938457141779,2.04036614710276e-06,3.64280004799811e-05,"Ldsdh1"
"FBtr0112726",16.1334755453231,-2.22294201951875,0.468984928791494,-4.73990075810527,2.13822922098019e-06,3.80720381292364e-05,"CG34425"
"FBtr0347396",25.7992407364389,1.18591828126994,0.250245050206183,4.73902792599829,2.14745910703044e-06,3.813331697336e-05,"PRAS40"
"FBtr0081823",92.7449424406528,0.761886760376795,0.160872953194335,4.73595309372132,2.1802801493261e-06,3.86120581283881e-05,"ELOVL"
"FBtr0083172",42.6143532333279,1.00030377851854,0.211474859905825,4.73013094305392,2.24375068434348e-06,3.96295697277609e-05,"CG9590"
"FBtr0302651",3.91266792809604,4.15253282084041,0.880877979850173,4.71408403414364,2.42800452591141e-06,4.27692348040224e-05,"Exn"
"FBtr0302661",2.93610340531467,5.4945865700589,1.16572834946288,4.71343651596927,2.43573633750079e-06,4.27910159772139e-05,"rdgA"
"FBtr0081628",31.7682107562042,-1.34888216696795,0.286228039184285,-4.71261365871807,2.44559592689472e-06,4.2849962676549e-05,"CG1979"
"FBtr0073223",4.07170403280687,3.16584526358786,0.671963453714583,4.71133548422495,2.4609872105113e-06,4.30052619173698e-05,"Cpr64Ad"
"FBtr0077509",23.0659605745533,-1.62039900775954,0.3439864320575,-4.71064802779396,2.46930370753606e-06,4.30364360456284e-05,"CG31773"
"FBtr0340069",30.1114286731384,-1.42086412313342,0.301976427426096,-4.70521535486791,2.53598110931263e-06,4.40819090980253e-05,"Arp53D"
"FBtr0071883",134.29896994357,0.713674068085784,0.151737300486109,4.70335287236191,2.55923536201075e-06,4.43690593813864e-05,"blw"
"FBtr0343177",14.3435764503705,1.73162907995031,0.368324816647871,4.70136412666921,2.58429200772646e-06,4.46858681021047e-05,"lncRNA:CR44779"
"FBtr0083686",85.5190304862777,1.02496162788631,0.2181325737239,4.6988013316326,2.6169286163007e-06,4.51317427334791e-05,"CG7714"
"FBtr0081468",80.6950060438543,0.799317019510276,0.170242347514535,4.69517150802934,2.66383126300227e-06,4.58206797928432e-05,"CG9253"
"FBtr0346307",5.86141216802095,2.43708816561454,0.519420828672052,4.69193384455758,2.70634647523182e-06,4.6430756715696e-05,"asRNA:CR45620"
"FBtr0303342",27.0543484605301,1.1305195769834,0.241432807462644,4.68254330827978,2.8333729999569e-06,4.84837956460157e-05,"CG4374"
"FBtr0087535",41.7865788750982,-1.16960790615673,0.249868033658061,-4.68090251095231,2.85614744667888e-06,4.87468895821774e-05,"Usp20-33"
"FBtr0072720",23.9858028398643,-1.57660831316168,0.336979866086995,-4.67864247045153,2.88780482060365e-06,4.91598402019041e-05,"CG9173"
"FBtr0071620",23.8677470335004,-1.57997836541424,0.337870239782571,-4.67628746003495,2.9211505573396e-06,4.95993295663744e-05,"CG30393"
